ts,date,version,major,endpoint,latencyMedianMs,latencyMeanMs,reqPerSec,serverLatencyAvgMs,serverLatencyP99Ms,non2xx,errors
1622909902095,"2021-06-05T16:18:22.095Z","5.1.0",5,"info",1130.897,1161.722,"","","","",""
1622909911780,"2021-06-05T16:18:31.780Z","3.13.1",3,"info",1040.238,1092.923,"","","","",""
1622909913065,"2021-06-05T16:18:33.065Z","4.12.1",4,"info",1105.982,1101.21,"","","","",""
1622910221445,"2021-06-05T16:23:41.445Z","5.1.0",5,"tarball",13951.63,14008.13,"","","","",""
1622910242706,"2021-06-05T16:24:02.706Z","4.12.1",4,"tarball",15365.131,15535.868,"","","","",""
1622910282564,"2021-06-05T16:24:42.564Z","3.13.1",3,"tarball",18178.576,18238.075,"","","","",""
1622938827072,"2021-06-06T00:20:27.072Z","3.13.1",3,"info",846.551,871.47,"","","","",""
1622938832483,"2021-06-06T00:20:32.483Z","5.1.0",5,"info",1057.929,1059.744,"","","","",""
1622938854876,"2021-06-06T00:20:54.876Z","4.12.1",4,"info",1167.916,1162.533,"","","","",""
1622939122843,"2021-06-06T00:25:22.843Z","3.13.1",3,"tarball",12552.178,12669.456,"","","","",""
1622939159874,"2021-06-06T00:25:59.874Z","5.1.0",5,"tarball",14729.036,14879.444,"","","","",""
1622939213386,"2021-06-06T00:26:53.386Z","4.12.1",4,"tarball",16987.363,17211.719,"","","","",""
1622967806181,"2021-06-06T08:23:26.181Z","5.1.0",5,"info",953.18,971.816,"","","","",""
1622967810324,"2021-06-06T08:23:30.324Z","4.12.1",4,"info",932.622,946.901,"","","","",""
1622967810488,"2021-06-06T08:23:30.488Z","3.13.1",3,"info",1049.058,1075.181,"","","","",""
1622968107459,"2021-06-06T08:28:27.459Z","3.13.1",3,"tarball",13792.129,13784.838,"","","","",""
1622968116171,"2021-06-06T08:28:36.171Z","4.12.1",4,"tarball",14224.491,14277.786,"","","","",""
1622968131437,"2021-06-06T08:28:51.437Z","5.1.0",5,"tarball",15095.81,15298.417,"","","","",""
1622996379532,"2021-06-06T16:19:39.532Z","5.1.0",5,"info",935.576,937.611,"","","","",""
1622996388430,"2021-06-06T16:19:48.430Z","3.13.1",3,"info",1094.653,1084.649,"","","","",""
1622996393084,"2021-06-06T16:19:53.084Z","4.12.1",4,"info",1200.648,1213.158,"","","","",""
1622996715192,"2021-06-06T16:25:15.192Z","3.13.1",3,"tarball",14222.033,14406.334,"","","","",""
1622996717437,"2021-06-06T16:25:17.437Z","5.1.0",5,"tarball",14493.976,14579.002,"","","","",""
1622996738408,"2021-06-06T16:25:38.408Z","4.12.1",4,"tarball",16083.604,16094.812,"","","","",""
1623025217616,"2021-06-07T00:20:17.616Z","5.1.0",5,"info",1240.759,1278.057,"","","","",""
1623025224223,"2021-06-07T00:20:24.223Z","3.13.1",3,"info",1116.205,1122.764,"","","","",""
1623025225049,"2021-06-07T00:20:25.049Z","4.12.1",4,"info",994.303,1036.754,"","","","",""
1623025484228,"2021-06-07T00:24:44.228Z","3.13.1",3,"tarball",12784.574,12821.23,"","","","",""
1623025496106,"2021-06-07T00:24:56.106Z","4.12.1",4,"tarball",13727.585,13836.228,"","","","",""
1623025541867,"2021-06-07T00:25:41.867Z","5.1.0",5,"tarball",17205.333,17200.859,"","","","",""
1623055720450,"2021-06-07T08:48:40.450Z","4.12.1",4,"info",933.915,960.419,"","","","",""
1623055723883,"2021-06-07T08:48:43.883Z","5.1.0",5,"info",1186.104,1199.59,"","","","",""
1623055744755,"2021-06-07T08:49:04.755Z","3.13.1",3,"info",875.627,888.894,"","","","",""
1623056032624,"2021-06-07T08:53:52.624Z","4.12.1",4,"tarball",14671.122,14768.199,"","","","",""
1623056065786,"2021-06-07T08:54:25.786Z","3.13.1",3,"tarball",15407.51,15559.884,"","","","",""
1623056082423,"2021-06-07T08:54:42.423Z","5.1.0",5,"tarball",16151.317,16223.607,"","","","",""
1623083683492,"2021-06-07T16:34:43.492Z","5.1.0",5,"info",1086.102,1080.955,"","","","",""
1623083705893,"2021-06-07T16:35:05.893Z","4.12.1",4,"info",1252.683,1284.402,"","","","",""
1623083745395,"2021-06-07T16:35:45.395Z","3.13.1",3,"info",849.214,860.035,"","","","",""
1623083943742,"2021-06-07T16:39:03.742Z","3.13.1",3,"tarball",11358.416,11476.413,"","","","",""
1623083969022,"2021-06-07T16:39:29.022Z","4.12.1",4,"tarball",13256.962,13420.236,"","","","",""
1623083986812,"2021-06-07T16:39:46.812Z","5.1.0",5,"tarball",13681.293,13816.405,"","","","",""
1623111806264,"2021-06-08T00:23:26.264Z","4.12.1",4,"info",928.397,947.935,"","","","",""
1623111806710,"2021-06-08T00:23:26.710Z","3.13.1",3,"info",912.65,914.548,"","","","",""
1623111809675,"2021-06-08T00:23:29.675Z","5.1.0",5,"info",949.049,943.754,"","","","",""
1623112097632,"2021-06-08T00:28:17.632Z","3.13.1",3,"tarball",13520.485,13624.492,"","","","",""
1623112100789,"2021-06-08T00:28:20.789Z","5.1.0",5,"tarball",13815.381,13876.399,"","","","",""
1623112104723,"2021-06-08T00:28:24.723Z","4.12.1",4,"tarball",13009.844,14051.882,"","","","",""
1623140231477,"2021-06-08T08:17:11.477Z","3.13.1",3,"info",825.67,841.874,"","","","",""
1623140243841,"2021-06-08T08:17:23.841Z","5.1.0",5,"info",937.936,956.935,"","","","",""
1623140254384,"2021-06-08T08:17:34.384Z","4.12.1",4,"info",1117.712,1120.697,"","","","",""
1623140515078,"2021-06-08T08:21:55.078Z","4.12.1",4,"tarball",12016.164,12234.206,"","","","",""
1623140534043,"2021-06-08T08:22:14.043Z","5.1.0",5,"tarball",13596.453,13744.195,"","","","",""
1623140536936,"2021-06-08T08:22:16.936Z","3.13.1",3,"tarball",13780.05,13875.286,"","","","",""
1623168822860,"2021-06-08T16:13:42.860Z","4.12.1",4,"info",1180.664,1211.742,"","","","",""
1623168825662,"2021-06-08T16:13:45.662Z","3.13.1",3,"info",1008.89,1049.109,"","","","",""
1623168829852,"2021-06-08T16:13:49.852Z","5.1.0",5,"info",972.179,1011.116,"","","","",""
1623169075382,"2021-06-08T16:17:55.382Z","3.13.1",3,"tarball",11613.062,11728.841,"","","","",""
1623169102099,"2021-06-08T16:18:22.099Z","5.1.0",5,"tarball",13686.692,13741.011,"","","","",""
1623169112781,"2021-06-08T16:18:32.781Z","4.12.1",4,"tarball",14621.564,14627.686,"","","","",""
1623197515159,"2021-06-09T00:11:55.159Z","3.13.1",3,"info",856.224,871.715,"","","","",""
1623197542294,"2021-06-09T00:12:22.294Z","4.12.1",4,"info",1153.559,1130.102,"","","","",""
1623197572015,"2021-06-09T00:12:52.015Z","5.1.0",5,"info",1128.089,1114.763,"","","","",""
1623197816827,"2021-06-09T00:16:56.827Z","4.12.1",4,"tarball",14030.6,14075.213,"","","","",""
1623197840349,"2021-06-09T00:17:20.349Z","3.13.1",3,"tarball",15762.821,15999.555,"","","","",""
1623197902020,"2021-06-09T00:18:22.020Z","5.1.0",5,"tarball",17084.505,17026.846,"","","","",""
1623226511415,"2021-06-09T08:15:11.415Z","3.13.1",3,"info",944.89,979.828,"","","","",""
1623226511580,"2021-06-09T08:15:11.580Z","5.1.0",5,"info",932.316,938.759,"","","","",""
1623226517987,"2021-06-09T08:15:17.987Z","4.12.1",4,"info",1048.595,1069.887,"","","","",""
1623226784387,"2021-06-09T08:19:44.387Z","3.13.1",3,"tarball",12134.737,12194.926,"","","","",""
1623226801328,"2021-06-09T08:20:01.328Z","5.1.0",5,"tarball",12299.547,13726.363,"","","","",""
1623226816452,"2021-06-09T08:20:16.452Z","4.12.1",4,"tarball",14541.55,14591.315,"","","","",""
1623255760237,"2021-06-09T16:22:40.237Z","5.1.0",5,"info",902.579,900.791,"","","","",""
1623255772474,"2021-06-09T16:22:52.474Z","3.13.1",3,"info",949.322,955.646,"","","","",""
1623255784337,"2021-06-09T16:23:04.337Z","4.12.1",4,"info",1149.013,1192.113,"","","","",""
1623256033846,"2021-06-09T16:27:13.846Z","3.13.1",3,"tarball",11422.969,11598.359,"","","","",""
1623256045046,"2021-06-09T16:27:25.046Z","5.1.0",5,"tarball",12397.992,12463.291,"","","","",""
1623256074167,"2021-06-09T16:27:54.167Z","4.12.1",4,"tarball",11866.28,12026.001,"","","","",""
1623283883694,"2021-06-10T00:11:23.694Z","3.13.1",3,"info",1207.9,1213.017,"","","","",""
1623283918082,"2021-06-10T00:11:58.082Z","4.12.1",4,"info",1127.977,1134.447,"","","","",""
1623283928496,"2021-06-10T00:12:08.496Z","5.1.0",5,"info",958.263,956.252,"","","","",""
1623284211892,"2021-06-10T00:16:51.892Z","5.1.0",5,"tarball",12107.869,12279.741,"","","","",""
1623284229563,"2021-06-10T00:17:09.563Z","4.12.1",4,"tarball",14792.974,14867.97,"","","","",""
1623284245090,"2021-06-10T00:17:25.090Z","3.13.1",3,"tarball",14529.003,14807.276,"","","","",""
1623313192806,"2021-06-10T08:19:52.806Z","4.12.1",4,"info",1017.215,1025.981,"","","","",""
1623313195655,"2021-06-10T08:19:55.655Z","5.1.0",5,"info",894.881,899.099,"","","","",""
1623313225619,"2021-06-10T08:20:25.619Z","3.13.1",3,"info",1135.697,1169.676,"","","","",""
1623313472027,"2021-06-10T08:24:32.027Z","3.13.1",3,"tarball",14049.605,14102.018,"","","","",""
1623313507347,"2021-06-10T08:25:07.347Z","4.12.1",4,"tarball",13682.444,14296.2,"","","","",""
1623341888794,"2021-06-10T16:18:08.794Z","5.1.0",5,"info",846.337,866.733,"","","","",""
1623341908206,"2021-06-10T16:18:28.206Z","4.12.1",4,"info",1081.263,1086.996,"","","","",""
1623341931354,"2021-06-10T16:18:51.354Z","3.13.1",3,"info",875.09,873.653,"","","","",""
1623342301822,"2021-06-10T16:25:01.822Z","3.13.1",3,"tarball",16982.255,17025.061,"","","","",""
1623342351625,"2021-06-10T16:25:51.625Z","4.12.1",4,"tarball",16180.593,17030.92,"","","","",""
1623342354902,"2021-06-10T16:25:54.902Z","5.1.0",5,"tarball",17140.82,17448.731,"","","","",""
1623370227058,"2021-06-11T00:10:27.058Z","3.13.1",3,"info",925.877,926.25,"","","","",""
1623370269048,"2021-06-11T00:11:09.048Z","4.12.1",4,"info",1190.674,1230.924,"","","","",""
1623370334647,"2021-06-11T00:12:14.647Z","5.1.0",5,"info",1123.703,1167.153,"","","","",""
1623370576307,"2021-06-11T00:16:16.307Z","3.13.1",3,"tarball",13877.95,14054.594,"","","","",""
1623370606062,"2021-06-11T00:16:46.062Z","5.1.0",5,"tarball",16231.923,16339.046,"","","","",""
1623370744369,"2021-06-11T00:19:04.369Z","4.12.1",4,"tarball",15402.005,15748.343,"","","","",""
1623399318460,"2021-06-11T08:15:18.460Z","4.12.1",4,"info",976.956,978.452,"","","","",""
1623399462452,"2021-06-11T08:17:42.452Z","5.1.0",5,"info",942.137,964.584,"","","","",""
1623399469762,"2021-06-11T08:17:49.762Z","3.13.1",3,"info",1138.944,1148.779,"","","","",""
1623399557652,"2021-06-11T08:19:17.652Z","4.12.1",4,"tarball",13719.461,14289.951,"","","","",""
1623399661130,"2021-06-11T08:21:01.130Z","3.13.1",3,"tarball",11860.846,11848.575,"","","","",""
1623399731760,"2021-06-11T08:22:11.760Z","5.1.0",5,"tarball",10929.984,11041.422,"","","","",""
1623427787402,"2021-06-11T16:09:47.402Z","5.1.0",5,"info",831.459,865.083,"","","","",""
1623427788528,"2021-06-11T16:09:48.528Z","3.13.1",3,"info",830.771,833.625,"","","","",""
1623427801302,"2021-06-11T16:10:01.302Z","4.12.1",4,"info",925.662,934.367,"","","","",""
1623428081499,"2021-06-11T16:14:41.499Z","4.12.1",4,"tarball",12197.08,12301.173,"","","","",""
1623428161283,"2021-06-11T16:16:01.283Z","5.1.0",5,"tarball",16115.62,16320.758,"","","","",""
1623428199405,"2021-06-11T16:16:39.405Z","3.13.1",3,"tarball",17875.777,18786.536,"","","","",""
1623456745483,"2021-06-12T00:12:25.483Z","4.12.1",4,"info",836.401,835.859,"","","","",""
1623456750582,"2021-06-12T00:12:30.582Z","3.13.1",3,"info",1110.936,1108.48,"","","","",""
1623456784813,"2021-06-12T00:13:04.813Z","5.1.0",5,"info",1144.566,1166.773,"","","","",""
1623457032339,"2021-06-12T00:17:12.339Z","3.13.1",3,"tarball",11839.686,11916.563,"","","","",""
1623457106369,"2021-06-12T00:18:26.369Z","5.1.0",5,"tarball",15711.937,15916.087,"","","","",""
1623457132389,"2021-06-12T00:18:52.389Z","4.12.1",4,"tarball",14899.311,15118.165,"","","","",""
1623485382431,"2021-06-12T08:09:42.431Z","5.1.0",5,"info",846.699,856.777,"","","","",""
1623485384133,"2021-06-12T08:09:44.133Z","4.12.1",4,"info",859.618,880.34,"","","","",""
1623485384460,"2021-06-12T08:09:44.460Z","3.13.1",3,"info",852.521,877.253,"","","","",""
1623485653728,"2021-06-12T08:14:13.728Z","3.13.1",3,"tarball",10728.699,10791.731,"","","","",""
1623485663758,"2021-06-12T08:14:23.758Z","4.12.1",4,"tarball",11516.419,11665.58,"","","","",""
1623485737334,"2021-06-12T08:15:37.334Z","5.1.0",5,"tarball",14289.627,14558.646,"","","","",""
1623514230771,"2021-06-12T16:10:30.771Z","4.12.1",4,"info",847.594,865.596,"","","","",""
1623514236905,"2021-06-12T16:10:36.905Z","5.1.0",5,"info",936.22,970.7,"","","","",""
1623514241488,"2021-06-12T16:10:41.488Z","3.13.1",3,"info",1063.88,1090.801,"","","","",""
1623514513124,"2021-06-12T16:15:13.124Z","5.1.0",5,"tarball",11718.706,12082.446,"","","","",""
1623514539959,"2021-06-12T16:15:39.959Z","4.12.1",4,"tarball",13898.465,13974.305,"","","","",""
1623514543439,"2021-06-12T16:15:43.439Z","3.13.1",3,"tarball",14078.612,14193.586,"","","","",""
1623543215068,"2021-06-13T00:13:35.068Z","5.1.0",5,"info",1094.948,1090.232,"","","","",""
1623543227373,"2021-06-13T00:13:47.373Z","3.13.1",3,"info",915.109,920.981,"","","","",""
1623543237563,"2021-06-13T00:13:57.563Z","4.12.1",4,"info",922.068,964.669,"","","","",""
1623543489631,"2021-06-13T00:18:09.631Z","3.13.1",3,"tarball",10667.207,10828.913,"","","","",""
1623543507426,"2021-06-13T00:18:27.426Z","5.1.0",5,"tarball",12109.442,12199.57,"","","","",""
1623543550676,"2021-06-13T00:19:10.676Z","4.12.1",4,"tarball",14332.329,14398.371,"","","","",""
1623571726350,"2021-06-13T08:08:46.350Z","3.13.1",3,"info",953.686,971.034,"","","","",""
1623571731547,"2021-06-13T08:08:51.547Z","5.1.0",5,"info",1092.027,1076.802,"","","","",""
1623571737554,"2021-06-13T08:08:57.554Z","4.12.1",4,"info",1083.224,1106.259,"","","","",""
1623572038031,"2021-06-13T08:13:58.031Z","5.1.0",5,"tarball",13933.905,14070.882,"","","","",""
1623572062904,"2021-06-13T08:14:22.904Z","4.12.1",4,"tarball",15461.232,16249.365,"","","","",""
1623572115255,"2021-06-13T08:15:15.255Z","3.13.1",3,"tarball",16753.343,16961.398,"","","","",""
1623600577187,"2021-06-13T16:09:37.187Z","4.12.1",4,"info",915.513,942.583,"","","","",""
1623600580128,"2021-06-13T16:09:40.128Z","3.13.1",3,"info",975.17,994.472,"","","","",""
1623600600033,"2021-06-13T16:10:00.033Z","5.1.0",5,"info",998.866,1042.83,"","","","",""
1623600883177,"2021-06-13T16:14:43.177Z","4.12.1",4,"tarball",12120.803,12285.675,"","","","",""
1623600899387,"2021-06-13T16:14:59.387Z","3.13.1",3,"tarball",13450.544,13466.589,"","","","",""
1623600927983,"2021-06-13T16:15:27.983Z","5.1.0",5,"tarball",15874.167,15942.329,"","","","",""
1623629569050,"2021-06-14T00:12:49.050Z","5.1.0",5,"info",963.804,984.963,"","","","",""
1623629577491,"2021-06-14T00:12:57.491Z","4.12.1",4,"info",1041.009,1055.267,"","","","",""
1623629583762,"2021-06-14T00:13:03.762Z","3.13.1",3,"info",1155.281,1179.777,"","","","",""
1623629843038,"2021-06-14T00:17:23.038Z","4.12.1",4,"tarball",10863.802,10946.922,"","","","",""
1623629900413,"2021-06-14T00:18:20.413Z","5.1.0",5,"tarball",15239.242,15146.399,"","","","",""
1623629935143,"2021-06-14T00:18:55.143Z","3.13.1",3,"tarball",16128.61,16234.174,"","","","",""
1623658596774,"2021-06-14T08:16:36.774Z","4.12.1",4,"info",791.259,812.524,"","","","",""
1623658606612,"2021-06-14T08:16:46.612Z","3.13.1",3,"info",884.812,910.301,"","","","",""
1623658629080,"2021-06-14T08:17:09.080Z","5.1.0",5,"info",1062.268,1079.846,"","","","",""
1623658879294,"2021-06-14T08:21:19.294Z","5.1.0",5,"tarball",12099.893,12145.194,"","","","",""
1623658880320,"2021-06-14T08:21:20.320Z","4.12.1",4,"tarball",13030.417,13119.483,"","","","",""
1623658926979,"2021-06-14T08:22:06.979Z","3.13.1",3,"tarball",14166.551,14543.466,"","","","",""
1623687324965,"2021-06-14T16:15:24.965Z","3.13.1",3,"info",849.469,869.013,"","","","",""
1623687329044,"2021-06-14T16:15:29.044Z","4.12.1",4,"info",803.975,804.331,"","","","",""
1623687336146,"2021-06-14T16:15:36.146Z","5.1.0",5,"info",930.721,957.196,"","","","",""
1623687621729,"2021-06-14T16:20:21.729Z","4.12.1",4,"tarball",10845.697,10876.719,"","","","",""
1623687632566,"2021-06-14T16:20:32.566Z","3.13.1",3,"tarball",11491.499,11601.408,"","","","",""
1623687693308,"2021-06-14T16:21:33.308Z","5.1.0",5,"tarball",16099.911,16215.566,"","","","",""
1623715975535,"2021-06-15T00:12:55.535Z","5.1.0",5,"info",846.977,844.394,"","","","",""
1623716053565,"2021-06-15T00:14:13.565Z","3.13.1",3,"info",832.105,839.594,"","","","",""
1623716148509,"2021-06-15T00:15:48.509Z","4.12.1",4,"info",1116,1129.648,"","","","",""
1623716301911,"2021-06-15T00:18:21.911Z","5.1.0",5,"tarball",13025.257,13106.599,"","","","",""
1623716318187,"2021-06-15T00:18:38.187Z","4.12.1",4,"tarball",12616.126,12779.877,"","","","",""
1623716324338,"2021-06-15T00:18:44.338Z","3.13.1",3,"tarball",12758.267,12915.399,"","","","",""
1623745073959,"2021-06-15T08:17:53.959Z","3.13.1",3,"info",843.278,885.566,"","","","",""
1623745078868,"2021-06-15T08:17:58.868Z","4.12.1",4,"info",998.833,1015.54,"","","","",""
1623745081535,"2021-06-15T08:18:01.535Z","5.1.0",5,"info",1049.913,1099.907,"","","","",""
1623745303414,"2021-06-15T08:21:43.414Z","3.13.1",3,"tarball",11151.786,11166.173,"","","","",""
1623745305518,"2021-06-15T08:21:45.518Z","4.12.1",4,"tarball",11207.606,11331.864,"","","","",""
1623745358201,"2021-06-15T08:22:38.201Z","5.1.0",5,"tarball",12878.706,13033.498,"","","","",""
1623773417075,"2021-06-15T16:10:17.075Z","5.1.0",5,"info",842.301,863.615,"","","","",""
1623773434446,"2021-06-15T16:10:34.446Z","4.12.1",4,"info",1077.237,1075.945,"","","","",""
1623773444079,"2021-06-15T16:10:44.079Z","3.13.1",3,"info",1169.115,1162.868,"","","","",""
1623773674265,"2021-06-15T16:14:34.265Z","4.12.1",4,"tarball",10833.771,10773.532,"","","","",""
1623773764791,"2021-06-15T16:16:04.791Z","5.1.0",5,"tarball",15481.097,15603.037,"","","","",""
1623773782575,"2021-06-15T16:16:22.575Z","3.13.1",3,"tarball",15393.607,16040.708,"","","","",""
1623802309923,"2021-06-16T00:11:49.923Z","3.13.1",3,"info",1064.358,1064.841,"","","","",""
1623802321129,"2021-06-16T00:12:01.129Z","4.12.1",4,"info",1178.62,1196.759,"","","","",""
1623802412923,"2021-06-16T00:13:32.923Z","5.1.0",5,"info",956.515,1013.082,"","","","",""
1623802570561,"2021-06-16T00:16:10.561Z","4.12.1",4,"tarball",11987.542,12014.929,"","","","",""
1623802583116,"2021-06-16T00:16:23.116Z","5.1.0",5,"tarball",12743.431,12805.713,"","","","",""
1623802604133,"2021-06-16T00:16:44.133Z","3.13.1",3,"tarball",13443.824,13506.567,"","","","",""
1623830984779,"2021-06-16T08:09:44.779Z","5.1.0",5,"info",1034.406,1066.508,"","","","",""
1623830987558,"2021-06-16T08:09:47.558Z","3.13.1",3,"info",1218.11,1241.962,"","","","",""
1623830994755,"2021-06-16T08:09:54.755Z","4.12.1",4,"info",931.388,990.854,"","","","",""
1623831252580,"2021-06-16T08:14:12.580Z","5.1.0",5,"tarball",11456.596,11600.291,"","","","",""
1623831259167,"2021-06-16T08:14:19.167Z","4.12.1",4,"tarball",11961.294,12096.15,"","","","",""
1623831277284,"2021-06-16T08:14:37.284Z","3.13.1",3,"tarball",13365.707,13440.179,"","","","",""
1623860097365,"2021-06-16T16:14:57.365Z","4.12.1",4,"info",849.952,852.635,"","","","",""
1623860124303,"2021-06-16T16:15:24.303Z","3.13.1",3,"info",862.923,874.12,"","","","",""
1623860139315,"2021-06-16T16:15:39.315Z","5.1.0",5,"info",1210.939,1242.717,"","","","",""
1623860369033,"2021-06-16T16:19:29.033Z","5.1.0",5,"tarball",10849.848,10816.262,"","","","",""
1623860371676,"2021-06-16T16:19:31.676Z","3.13.1",3,"tarball",10783.063,10895.937,"","","","",""
1623860450777,"2021-06-16T16:20:50.777Z","4.12.1",4,"tarball",14678.435,14840.947,"","","","",""
1623888698993,"2021-06-17T00:11:38.993Z","3.13.1",3,"info",944.791,967.558,"","","","",""
1623888702429,"2021-06-17T00:11:42.429Z","5.1.0",5,"info",1173.684,1213.96,"","","","",""
1623888736835,"2021-06-17T00:12:16.835Z","4.12.1",4,"info",1351.879,1392.248,"","","","",""
1623888946399,"2021-06-17T00:15:46.399Z","5.1.0",5,"tarball",10659.467,10684.176,"","","","",""
1623888959197,"2021-06-17T00:15:59.197Z","3.13.1",3,"tarball",11430.293,11465.413,"","","","",""
1623889063139,"2021-06-17T00:17:43.139Z","4.12.1",4,"tarball",15318.702,15543.29,"","","","",""
1623918007938,"2021-06-17T08:20:07.938Z","3.13.1",3,"info",934.873,963.611,"","","","",""
1623918031779,"2021-06-17T08:20:31.779Z","4.12.1",4,"info",1086.047,1100.299,"","","","",""
1623918088508,"2021-06-17T08:21:28.508Z","5.1.0",5,"info",1069.183,1089.249,"","","","",""
1623918275252,"2021-06-17T08:24:35.252Z","5.1.0",5,"tarball",13336.903,13417.196,"","","","",""
1623918322049,"2021-06-17T08:25:22.049Z","4.12.1",4,"tarball",13261.275,13339.308,"","","","",""
1623918349577,"2021-06-17T08:25:49.577Z","3.13.1",3,"tarball",15477.127,15641.469,"","","","",""
1623946657886,"2021-06-17T16:17:37.886Z","3.13.1",3,"info",843.985,882.321,"","","","",""
1623946662886,"2021-06-17T16:17:42.886Z","5.1.0",5,"info",1139.863,1138.506,"","","","",""
1623946670371,"2021-06-17T16:17:50.371Z","4.12.1",4,"info",835.069,840.495,"","","","",""
1623946916820,"2021-06-17T16:21:56.820Z","5.1.0",5,"tarball",11785.069,11803.999,"","","","",""
1623946970300,"2021-06-17T16:22:50.300Z","4.12.1",4,"tarball",14537.999,14595.991,"","","","",""
1623946980728,"2021-06-17T16:23:00.728Z","3.13.1",3,"tarball",15345.299,15364.873,"","","","",""
1623975082148,"2021-06-18T00:11:22.148Z","5.1.0",5,"info",830.006,828.754,"","","","",""
1623975095217,"2021-06-18T00:11:35.217Z","4.12.1",4,"info",1011.048,1020.805,"","","","",""
1623975105371,"2021-06-18T00:11:45.371Z","3.13.1",3,"info",1142.482,1138.753,"","","","",""
1623975349760,"2021-06-18T00:15:49.760Z","4.12.1",4,"tarball",11104.439,11153.313,"","","","",""
1623975351089,"2021-06-18T00:15:51.089Z","5.1.0",5,"tarball",11273.099,11318.976,"","","","",""
1623975380614,"2021-06-18T00:16:20.614Z","3.13.1",3,"tarball",13302.445,13329.937,"","","","",""
1624003767193,"2021-06-18T08:09:27.193Z","5.1.0",5,"info",925.25,954.535,"","","","",""
1624003784582,"2021-06-18T08:09:44.582Z","4.12.1",4,"info",943.468,980.195,"","","","",""
1624003788096,"2021-06-18T08:09:48.096Z","3.13.1",3,"info",1171.17,1215.607,"","","","",""
1624004024376,"2021-06-18T08:13:44.376Z","4.12.1",4,"tarball",10403.284,10459.877,"","","","",""
1624004046130,"2021-06-18T08:14:06.130Z","3.13.1",3,"tarball",12028.199,12077.111,"","","","",""
1624004079732,"2021-06-18T08:14:39.732Z","5.1.0",5,"tarball",13758.304,13799.091,"","","","",""
1624061459024,"2021-06-19T00:10:59.024Z","4.12.1",4,"info",1099.845,1097.721,"","","","",""
1624061478507,"2021-06-19T00:11:18.507Z","5.1.0",5,"info",1033.849,1025.789,"","","","",""
1624061497776,"2021-06-19T00:11:37.776Z","3.13.1",3,"info",1241.796,1307.541,"","","","",""
1624061717129,"2021-06-19T00:15:17.129Z","3.13.1",3,"tarball",11256.699,11345.719,"","","","",""
1624061750207,"2021-06-19T00:15:50.207Z","5.1.0",5,"tarball",11941.916,11998.803,"","","","",""
1624061781414,"2021-06-19T00:16:21.414Z","4.12.1",4,"tarball",15034.08,15093.339,"","","","",""
1624090148498,"2021-06-19T08:09:08.498Z","5.1.0",5,"info",897.582,907.782,"","","","",""
1624090157154,"2021-06-19T08:09:17.154Z","3.13.1",3,"info",902.249,936.392,"","","","",""
1624090161375,"2021-06-19T08:09:21.375Z","4.12.1",4,"info",951.593,962.731,"","","","",""
1624090410507,"2021-06-19T08:13:30.507Z","3.13.1",3,"tarball",10829.398,11014.38,"","","","",""
1624090468029,"2021-06-19T08:14:28.029Z","4.12.1",4,"tarball",14342.287,14475.367,"","","","",""
1624090503879,"2021-06-19T08:15:03.879Z","5.1.0",5,"tarball",16403.941,16559.653,"","","","",""
1624118920606,"2021-06-19T16:08:40.606Z","3.13.1",3,"info",835.026,837.775,"","","","",""
1624118928091,"2021-06-19T16:08:48.091Z","5.1.0",5,"info",862.181,1280.494,"","","","",""
1624118939720,"2021-06-19T16:08:59.720Z","4.12.1",4,"info",1079.96,1089.166,"","","","",""
1624119183297,"2021-06-19T16:13:03.297Z","4.12.1",4,"tarball",11165.875,11507.084,"","","","",""
1624119187343,"2021-06-19T16:13:07.343Z","5.1.0",5,"tarball",11249.3,11723.86,"","","","",""
1624119250910,"2021-06-19T16:14:10.910Z","3.13.1",3,"tarball",14551.442,15115.506,"","","","",""
1624152897856,"2021-06-20T01:34:57.856Z","5.1.0",5,"info",1069.879,1060.824,"","","","",""
1624152901900,"2021-06-20T01:35:01.900Z","4.12.1",4,"info",843.252,881.55,"","","","",""
1624152911898,"2021-06-20T01:35:11.898Z","3.13.1",3,"info",1164.826,1164.008,"","","","",""
1624153167741,"2021-06-20T01:39:27.741Z","5.1.0",5,"tarball",12242.82,12343.418,"","","","",""
1624153185032,"2021-06-20T01:39:45.032Z","3.13.1",3,"tarball",12950.931,12957.651,"","","","",""
1624153207200,"2021-06-20T01:40:07.200Z","4.12.1",4,"tarball",13791.842,13996.468,"","","","",""
1624239278053,"2021-06-21T01:34:38.053Z","3.13.1",3,"info",987.94,975.688,"","","","",""
1624239288867,"2021-06-21T01:34:48.867Z","4.12.1",4,"info",1068.484,1076.868,"","","","",""
1624239289987,"2021-06-21T01:34:49.987Z","5.1.0",5,"info",1207.525,1227.425,"","","","",""
1624239626478,"2021-06-21T01:40:26.478Z","3.13.1",3,"tarball",13196.198,13412.081,"","","","",""
1624239631026,"2021-06-21T01:40:31.026Z","5.1.0",5,"tarball",13561.617,13722.838,"","","","",""
1624239661437,"2021-06-21T01:41:01.437Z","4.12.1",4,"tarball",15502.081,16174.59,"","","","",""
1624325520882,"2021-06-22T01:32:00.882Z","5.1.0",5,"info",837.167,835.54,"","","","",""
1624325529837,"2021-06-22T01:32:09.837Z","3.13.1",3,"info",855.119,881.587,"","","","",""
